"FinancialYear","LocationCode","Dataset","DatasetQF","NumberOfAdmissions","NumberOfDischarges","NumberOfStays","NumberOfPatients","NumberOfHospitalResidents","NumberOfHospitalResidentsQF"
"1997/98","S102H","SMR04"," ",0,0,0,0,"5"," "
"1997/98","S102H","Total","d",5,5,5,5,"5"," "
"1997/98","S105H","SMR01"," ",60,55,50,50,"",":"
"1997/98","S105H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S105H","Total","d",60,55,50,50,"0"," "
"1997/98","S107H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S107H","SMR04"," ",105,105,105,45,"15"," "
"1997/98","S107H","Total","d",105,105,105,45,"15"," "
"1997/98","S107V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S107V","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S107V","Total","d",0,0,0,0,"0"," "
"1997/98","S108H","SMR01"," ",5,5,5,5,"",":"
"1997/98","S108H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S108H","Total","d",5,5,5,5,"0"," "
"1997/98","S109H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S109H","SMR04"," ",435,435,410,300,"70"," "
"1997/98","S109H","Total","d",435,435,410,300,"70"," "
"1997/98","S113H","SMR01"," ",20,25,25,20,"",":"
"1997/98","S113H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S113H","Total","d",20,25,25,20,"0"," "
"1997/98","S114H","SMR01"," ",25,20,20,20,"",":"
"1997/98","S114H","SMR04"," ",445,485,445,290,"45"," "
"1997/98","S114H","Total","d",470,505,465,305,"45"," "
"1997/98","S115H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S115H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S115H","Total","d",0,0,0,0,"0"," "
"1997/98","S116H","SMR01"," ",120,125,115,110,"",":"
"1997/98","S116H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S116H","Total","d",120,125,115,110,"0"," "
"1997/98","S116V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S116V","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S116V","Total","d",0,0,0,0,"0"," "
"1997/98","S122V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S122V","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S122V","Total","d",0,0,0,0,"0"," "
"1997/98","S146V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S146V","SMR04"," ",5,0,0,0,"0"," "
"1997/98","S146V","Total","d",5,0,0,0,"0"," "
"1997/98","S148V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S148V","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S148V","Total","d",0,0,0,0,"0"," "
"1997/98","S153V","SMR01"," ",0,0,0,0,"",":"
"1997/98","S153V","SMR04"," ",20,5,5,5,"15"," "
"1997/98","S153V","Total","d",20,5,5,5,"15"," "
"1997/98","S201H","SMR01"," ",5,5,5,5,"",":"
"1997/98","S201H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S201H","Total","d",5,5,5,5,"0"," "
"1997/98","S204H","SMR01"," ",40,40,40,20,"",":"
"1997/98","S204H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S204H","Total","d",40,40,40,20,"0"," "
"1997/98","S209H","SMR01"," ",35,40,35,35,"",":"
"1997/98","S209H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S209H","Total","d",35,40,35,35,"0"," "
"1997/98","S214H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S214H","SMR04"," ",530,545,520,330,"90"," "
"1997/98","S214H","Total","d",530,545,520,330,"90"," "
"1997/98","S217H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S217H","SMR04"," ",2740,2745,2670,1860,"605"," "
"1997/98","S217H","Total","d",2740,2745,2670,1860,"605"," "
"1997/98","S225H","SMR01"," ",105,105,105,100,"",":"
"1997/98","S225H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S225H","Total","d",105,105,105,100,"0"," "
"1997/98","S226H","SMR01"," ",445,455,355,330,"",":"
"1997/98","S226H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","S226H","Total","d",445,455,355,330,"0"," "
"1997/98","S302H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S302H","SMR04"," ",235,255,145,175,"200"," "
"1997/98","S302H","Total","d",235,255,145,175,"200"," "
"1997/98","S308H","SMR01"," ",265,260,235,210,"",":"
"1997/98","S308H","SMR04"," ",960,960,850,670,"65"," "
"1997/98","S308H","Total","d",1225,1220,1085,855,"65"," "
"1997/98","S310H","SMR01"," ",0,0,0,0,"",":"
"1997/98","S310H","SMR04"," ",5,10,10,10,"30"," "
"1997/98","S310H","Total","d",5,10,10,10,"30"," "
"1997/98","T101H","SMR01"," ",255,260,250,245,"",":"
"1997/98","T101H","SMR04"," ",505,500,450,385,"35"," "
"1997/98","T101H","Total","d",760,755,700,620,"35"," "
"1997/98","T102H","SMR01"," ",15,15,15,15,"",":"
"1997/98","T102H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T102H","Total","d",15,15,15,15,"0"," "
"1997/98","T104H","SMR01"," ",10,10,10,10,"",":"
"1997/98","T104H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T104H","Total","d",10,10,10,10,"0"," "
"1997/98","T105H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T105H","SMR04"," ",20,20,15,20,"15"," "
"1997/98","T105H","Total","d",20,25,15,20,"15"," "
"1997/98","T107H","SMR01"," ",60,50,50,50,"",":"
"1997/98","T107H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T107H","Total","d",60,50,50,50,"0"," "
"1997/98","T114H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T114H","SMR04"," ",860,890,820,635,"265"," "
"1997/98","T114H","Total","d",860,890,820,635,"265"," "
"1997/98","T115H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T115H","SMR04"," ",5,5,5,5,"0"," "
"1997/98","T115H","Total","d",5,5,5,5,"0"," "
"1997/98","T122H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T122H","SMR04"," ",25,25,25,20,"5"," "
"1997/98","T122H","Total","d",25,25,25,20,"5"," "
"1997/98","T202H","SMR01"," ",105,110,100,85,"",":"
"1997/98","T202H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T202H","Total","d",105,110,100,85,"0"," "
"1997/98","T205H","SMR01"," ",10,10,10,10,"",":"
"1997/98","T205H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T205H","Total","d",10,10,10,10,"0"," "
"1997/98","T207H","SMR01"," ",15,15,15,15,"",":"
"1997/98","T207H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T207H","Total","d",15,15,15,15,"0"," "
"1997/98","T208H","SMR01"," ",10,10,10,10,"",":"
"1997/98","T208H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T208H","Total","d",10,10,10,10,"0"," "
"1997/98","T209H","SMR01"," ",10,10,10,10,"",":"
"1997/98","T209H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T209H","Total","d",10,10,10,10,"0"," "
"1997/98","T215H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T215H","SMR04"," ",835,845,700,585,"215"," "
"1997/98","T215H","Total","d",835,845,700,585,"215"," "
"1997/98","T304H","SMR01"," ",25,25,20,20,"",":"
"1997/98","T304H","SMR04"," ",25,25,25,15,"25"," "
"1997/98","T304H","Total","d",50,50,45,35,"25"," "
"1997/98","T305H","SMR01"," ",30,30,30,20,"",":"
"1997/98","T305H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T305H","Total","d",30,30,30,20,"0"," "
"1997/98","T307H","SMR01"," ",20,20,20,20,"",":"
"1997/98","T307H","SMR04"," ",5,5,5,5,"20"," "
"1997/98","T307H","Total","d",25,25,25,25,"20"," "
"1997/98","T310H","SMR01"," ",5,5,5,5,"",":"
"1997/98","T310H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T310H","Total","d",5,5,5,5,"0"," "
"1997/98","T311H","SMR01"," ",0,0,0,0,"",":"
"1997/98","T311H","SMR04"," ",680,670,640,540,"180"," "
"1997/98","T311H","Total","d",680,670,640,540,"180"," "
"1997/98","T312H","SMR01"," ",120,120,95,95,"",":"
"1997/98","T312H","SMR04"," ",5,5,5,5,"20"," "
"1997/98","T312H","Total","d",130,125,100,100,"20"," "
"1997/98","T316H","SMR01"," ",20,25,25,20,"",":"
"1997/98","T316H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","T316H","Total","d",20,25,25,20,"0"," "
"1997/98","V102H","SMR01"," ",165,170,140,130,"",":"
"1997/98","V102H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","V102H","Total","d",165,170,140,130,"0"," "
"1997/98","V106H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V106H","SMR04"," ",35,80,55,70,"175"," "
"1997/98","V106H","Total","d",35,80,55,70,"175"," "
"1997/98","V107H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V107H","SMR04"," ",80,80,75,25,"30"," "
"1997/98","V107H","Total","d",80,80,75,25,"30"," "
"1997/98","V112H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V112H","SMR04"," ",15,15,10,15,"10"," "
"1997/98","V112H","Total","d",15,15,10,15,"10"," "
"1997/98","V113H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V113H","SMR04"," ",680,680,605,510,"70"," "
"1997/98","V113H","Total","d",680,680,605,510,"70"," "
"1997/98","V201H","SMR01"," ",130,130,120,115,"",":"
"1997/98","V201H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","V201H","Total","d",130,130,120,115,"0"," "
"1997/98","V202H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V202H","SMR04"," ",185,190,185,125,"50"," "
"1997/98","V202H","Total","d",185,190,185,125,"50"," "
"1997/98","V204H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V204H","SMR04"," ",180,180,150,140,"30"," "
"1997/98","V204H","Total","d",180,180,150,140,"30"," "
"1997/98","V209H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V209H","SMR04"," ",15,20,10,15,"10"," "
"1997/98","V209H","Total","d",15,20,10,15,"10"," "
"1997/98","V211H","SMR01"," ",0,0,0,0,"",":"
"1997/98","V211H","SMR04"," ",390,395,335,255,"20"," "
"1997/98","V211H","Total","d",390,395,335,255,"20"," "
"1997/98","W103H","SMR01"," ",40,40,40,30,"",":"
"1997/98","W103H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","W103H","Total","d",40,40,40,30,"0"," "
"1997/98","W104H","SMR01"," ",10,10,10,5,"",":"
"1997/98","W104H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","W104H","Total","d",10,10,10,5,"0"," "
"1997/98","W106H","SMR01"," ",10,10,10,5,"",":"
"1997/98","W106H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","W106H","Total","d",10,10,10,5,"0"," "
"1997/98","W107H","SMR01"," ",70,70,70,60,"",":"
"1997/98","W107H","SMR04"," ",180,190,180,115,"25"," "
"1997/98","W107H","Total","d",245,260,250,170,"25"," "
"1997/98","Y101H","SMR01"," ",5,5,5,5,"",":"
"1997/98","Y101H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y101H","Total","d",5,5,5,5,"0"," "
"1997/98","Y103H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y103H","SMR04"," ",755,785,730,580,"205"," "
"1997/98","Y103H","Total","d",755,785,730,580,"205"," "
"1997/98","Y104H","SMR01"," ",170,170,150,140,"",":"
"1997/98","Y104H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y104H","Total","d",170,170,150,140,"0"," "
"1997/98","Y106H","SMR01"," ",5,5,5,5,"",":"
"1997/98","Y106H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y106H","Total","d",5,5,5,5,"0"," "
"1997/98","Y107H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y107H","SMR04"," ",10,10,10,5,"5"," "
"1997/98","Y107H","Total","d",10,10,10,5,"5"," "
"1997/98","Y108H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y108H","SMR04"," ",5,0,0,0,"5"," "
"1997/98","Y108H","Total","d",5,0,0,0,"5"," "
"1997/98","Y109H","SMR01"," ",10,10,10,10,"",":"
"1997/98","Y109H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y109H","Total","d",10,10,10,10,"0"," "
"1997/98","Y110H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y110H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y110H","Total","d",0,0,0,0,"0"," "
"1997/98","Y111H","SMR01"," ",55,60,55,50,"",":"
"1997/98","Y111H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y111H","Total","d",55,60,55,50,"0"," "
"1997/98","Y120H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y120H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Y120H","Total","d",0,0,0,0,"0"," "
"1997/98","Y129H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y129H","SMR04"," ",30,25,20,25,"15"," "
"1997/98","Y129H","Total","d",30,25,20,25,"15"," "
"1997/98","Y130H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y130H","SMR04"," ",0,0,0,0,"10"," "
"1997/98","Y130H","Total","d",0,0,0,0,"10"," "
"1997/98","Y131H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y131H","SMR04"," ",50,35,35,35,"15"," "
"1997/98","Y131H","Total","d",50,35,35,35,"15"," "
"1997/98","Y134H","SMR01"," ",0,0,0,0,"",":"
"1997/98","Y134H","SMR04"," ",5,5,5,5,"15"," "
"1997/98","Y134H","Total","d",5,5,5,5,"15"," "
"1997/98","Z102H","SMR01"," ",115,120,120,95,"",":"
"1997/98","Z102H","SMR04"," ",0,0,0,0,"0"," "
"1997/98","Z102H","Total","d",115,120,120,95,"0"," "
"1998/99","A101H","SMR01"," ",35,35,35,25,"",":"
"1998/99","A101H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A101H","Total","d",35,35,35,25,"0"," "
"1998/99","A103H","SMR01"," ",20,15,15,15,"",":"
"1998/99","A103H","SMR04"," ",360,365,295,230,"35"," "
"1998/99","A103H","Total","d",380,380,310,245,"35"," "
"1998/99","A110H","SMR01"," ",15,15,15,15,"",":"
"1998/99","A110H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A110H","Total","d",15,15,15,15,"0"," "
"1998/99","A111H","SMR01"," ",270,270,245,225,"",":"
"1998/99","A111H","SMR04"," ",820,825,785,625,"50"," "
"1998/99","A111H","Total","d",1090,1090,1030,825,"50"," "
"1998/99","A143V","SMR01"," ",5,5,5,5,"",":"
"1998/99","A143V","SMR04"," ",15,15,15,15,"30"," "
"1998/99","A143V","Total","d",20,20,20,20,"30"," "
"1998/99","A201H","SMR01"," ",0,0,0,0,"",":"
"1998/99","A201H","SMR04"," ",1430,1455,1400,1040,"265"," "
"1998/99","A201H","Total","d",1430,1455,1400,1040,"265"," "
"1998/99","A207H","SMR01"," ",55,55,55,45,"",":"
"1998/99","A207H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A207H","Total","d",55,55,55,45,"0"," "
"1998/99","A208H","SMR01"," ",25,30,30,30,"",":"
"1998/99","A208H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A208H","Total","d",25,30,30,30,"0"," "
"1998/99","A209H","SMR01"," ",15,15,15,15,"",":"
"1998/99","A209H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A209H","Total","d",15,15,15,15,"0"," "
"1998/99","A210H","SMR01"," ",405,410,385,340,"",":"
"1998/99","A210H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","A210H","Total","d",405,410,385,340,"0"," "
"1998/99","A240V","SMR01"," ",0,0,0,0,"",":"
"1998/99","A240V","SMR04"," ",50,50,50,50,"85"," "
"1998/99","A240V","Total","d",50,50,50,50,"85"," "
"1998/99","B102H","SMR01"," ",5,5,5,5,"",":"
"1998/99","B102H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B102H","Total","d",5,5,5,5,"0"," "
"1998/99","B103H","SMR01"," ",15,15,15,15,"",":"
"1998/99","B103H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B103H","Total","d",15,15,15,15,"0"," "
"1998/99","B104H","SMR01"," ",0,0,0,0,"",":"
"1998/99","B104H","SMR04"," ",10,15,15,10,"20"," "
"1998/99","B104H","Total","d",10,15,15,10,"20"," "
"1998/99","B105H","SMR01"," ",5,5,5,5,"",":"
"1998/99","B105H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B105H","Total","d",5,5,5,5,"0"," "
"1998/99","B109H","SMR01"," ",5,5,5,5,"",":"
"1998/99","B109H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B109H","Total","d",5,5,5,5,"0"," "
"1998/99","B114H","SMR01"," ",10,10,10,10,"",":"
"1998/99","B114H","SMR04"," ",30,30,30,25,"15"," "
"1998/99","B114H","Total","d",40,40,40,35,"15"," "
"1998/99","B115V","SMR01"," ",0,0,0,0,"",":"
"1998/99","B115V","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B115V","Total","d",0,0,0,0,"0"," "
"1998/99","B117H","SMR01"," ",0,0,0,0,"",":"
"1998/99","B117H","SMR04"," ",595,605,550,430,"85"," "
"1998/99","B117H","Total","d",595,605,550,430,"85"," "
"1998/99","B118H","SMR01"," ",10,10,10,10,"",":"
"1998/99","B118H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B118H","Total","d",10,10,10,10,"0"," "
"1998/99","B120H","SMR01"," ",170,165,150,145,"",":"
"1998/99","B120H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","B120H","Total","d",170,165,150,145,"0"," "
"1998/99","C101H","SMR01"," ",0,0,0,0,"",":"
"1998/99","C101H","SMR04"," ",730,720,655,515,"155"," "
"1998/99","C101H","Total","d",730,720,655,515,"155"," "
"1998/99","C106H","SMR01"," ",80,80,75,65,"",":"
"1998/99","C106H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C106H","Total","d",80,80,75,65,"0"," "
"1998/99","C108H","SMR01"," ",65,65,65,45,"",":"
"1998/99","C108H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C108H","Total","d",65,65,65,45,"0"," "
"1998/99","C110H","SMR01"," ",20,20,15,20,"",":"
"1998/99","C110H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C110H","Total","d",20,20,15,20,"0"," "
"1998/99","C113H","SMR01"," ",35,40,40,30,"",":"
"1998/99","C113H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C113H","Total","d",35,40,40,30,"0"," "
"1998/99","C114H","SMR01"," ",0,5,5,5,"",":"
"1998/99","C114H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C114H","Total","d",0,5,5,5,"0"," "
"1998/99","C117J","SMR01"," ",0,0,0,0,"",":"
"1998/99","C117J","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C117J","Total","d",0,0,0,0,"0"," "
"1998/99","C121H","SMR01"," ",110,105,105,75,"",":"
"1998/99","C121H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C121H","Total","d",110,105,105,75,"0"," "
"1998/99","C122H","SMR01"," ",95,90,90,60,"",":"
"1998/99","C122H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C122H","Total","d",95,90,90,60,"0"," "
"1998/99","C204H","SMR01"," ",5,5,5,5,"",":"
"1998/99","C204H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C204H","Total","d",5,5,5,5,"0"," "
"1998/99","C206H","SMR01"," ",115,115,110,105,"",":"
"1998/99","C206H","SMR04"," ",365,365,330,255,"50"," "
"1998/99","C206H","Total","d",475,475,435,350,"50"," "
"1998/99","C310H","SMR01"," ",15,15,15,15,"",":"
"1998/99","C310H","SMR04"," ",260,280,265,185,"140"," "
"1998/99","C310H","Total","d",270,295,280,200,"140"," "
"1998/99","C311H","SMR01"," ",15,25,25,25,"",":"
"1998/99","C311H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","C311H","Total","d",15,25,25,25,"0"," "
"1998/99","C313H","SMR01"," ",200,195,190,165,"",":"
"1998/99","C313H","SMR04"," ",425,425,385,335,"50"," "
"1998/99","C313H","Total","d",625,620,575,490,"50"," "
"1998/99","C403H","SMR01"," ",0,0,0,0,"",":"
"1998/99","C403H","SMR04"," ",790,805,730,635,"340"," "
"1998/99","C403H","Total","d",790,805,730,635,"340"," "
"1998/99","C405H","SMR01"," ",0,0,0,0,"",":"
"1998/99","C405H","SMR04"," ",105,100,95,75,"115"," "
"1998/99","C405H","Total","d",105,100,95,75,"115"," "
"1998/99","C418H","SMR01"," ",340,345,325,295,"",":"
"1998/99","C418H","SMR04"," ",440,445,320,390,"50"," "
"1998/99","C418H","Total","d",780,785,645,665,"50"," "
"1998/99","D101H","SMR01"," ",0,0,0,0,"",":"
"1998/99","D101H","SMR04"," ",85,65,20,65,"245"," "
"1998/99","D101H","Total","d",85,65,20,65,"245"," "
"1998/99","D102H","SMR01"," ",0,0,0,0,"",":"
"1998/99","D102H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","D102H","Total","d",0,0,0,0,"0"," "
"1998/99","F703H","SMR01"," ",0,0,0,0,"",":"
"1998/99","F703H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F703H","Total","d",0,0,0,0,"0"," "
"1998/99","F704H","SMR01"," ",140,140,115,110,"",":"
"1998/99","F704H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F704H","Total","d",140,140,115,110,"0"," "
"1998/99","F708H","SMR01"," ",5,5,5,5,"",":"
"1998/99","F708H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F708H","Total","d",5,5,5,5,"0"," "
"1998/99","F709H","SMR01"," ",20,20,20,20,"",":"
"1998/99","F709H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F709H","Total","d",20,20,20,20,"0"," "
"1998/99","F710H","SMR01"," ",5,5,5,5,"",":"
"1998/99","F710H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F710H","Total","d",5,5,5,5,"0"," "
"1998/99","F711H","SMR01"," ",20,20,20,20,"",":"
"1998/99","F711H","SMR04"," ",790,795,725,575,"95"," "
"1998/99","F711H","Total","d",815,815,745,595,"95"," "
"1998/99","F712H","SMR01"," ",0,0,0,0,"",":"
"1998/99","F712H","SMR04"," ",580,610,500,455,"280"," "
"1998/99","F712H","Total","d",580,610,500,455,"280"," "
"1998/99","F716H","SMR01"," ",5,5,5,5,"",":"
"1998/99","F716H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","F716H","Total","d",5,5,5,5,"0"," "
"1998/99","F805H","SMR01"," ",115,115,100,90,"",":"
"1998/99","F805H","SMR04"," ",580,580,550,385,"100"," "
"1998/99","F805H","Total","d",695,695,650,465,"100"," "
"1998/99","F821V","SMR01"," ",0,0,0,0,"",":"
"1998/99","F821V","SMR04"," ",10,0,0,0,"10"," "
"1998/99","F821V","Total","d",10,0,0,0,"10"," "
"1998/99","G106H","SMR01"," ",0,0,0,0,"",":"
"1998/99","G106H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G106H","Total","d",0,0,0,0,"0"," "
"1998/99","G107H","SMR01"," ",340,340,290,285,"",":"
"1998/99","G107H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G107H","Total","d",340,340,290,285,"0"," "
"1998/99","G109H","SMR01"," ",35,30,30,30,"",":"
"1998/99","G109H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G109H","Total","d",35,30,30,30,"0"," "
"1998/99","G111H","SMR01"," ",0,0,0,0,"",":"
"1998/99","G111H","SMR04"," ",915,985,910,775,"125"," "
"1998/99","G111H","Total","d",915,985,910,775,"125"," "
"1998/99","G207H","SMR01"," ",285,290,245,220,"",":"
"1998/99","G207H","SMR04"," ",5,0,0,0,"10"," "
"1998/99","G207H","Total","d",290,290,245,220,"10"," "
"1998/99","G210H","SMR01"," ",0,0,0,0,"",":"
"1998/99","G210H","SMR04"," ",1155,1230,1115,965,"225"," "
"1998/99","G210H","Total","d",1155,1230,1115,965,"225"," "
"1998/99","G302H","SMR01"," ",0,0,0,0,"",":"
"1998/99","G302H","SMR04"," ",1930,1970,1820,1460,"365"," "
"1998/99","G302H","Total","d",1930,1970,1820,1460,"365"," "
"1998/99","G306H","SMR01"," ",305,305,220,225,"",":"
"1998/99","G306H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G306H","Total","d",305,305,220,225,"0"," "
"1998/99","G307H","SMR01"," ",85,105,90,90,"",":"
"1998/99","G307H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G307H","Total","d",85,105,90,90,"0"," "
"1998/99","G315V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G315V","SMR04"," ",20,20,15,20,"60"," "
"1998/99","G315V","Total","d",20,20,15,20,"60"," "
"1998/99","G317V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G317V","SMR04"," ",5,5,5,5,"30"," "
"1998/99","G317V","Total","d",5,5,5,5,"30"," "
"1998/99","G401H","SMR01"," ",5,5,5,5,"",":"
"1998/99","G401H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G401H","Total","d",5,5,5,5,"0"," "
"1998/99","G405H","SMR01"," ",575,570,485,445,"",":"
"1998/99","G405H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G405H","Total","d",575,570,485,445,"0"," "
"1998/99","G424V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G424V","SMR04"," ",30,30,30,30,"55"," "
"1998/99","G424V","Total","d",30,30,30,30,"55"," "
"1998/99","G505H","SMR01"," ",0,0,0,0,"",":"
"1998/99","G505H","SMR04"," ",1530,1555,1470,1075,"310"," "
"1998/99","G505H","Total","d",1530,1555,1470,1075,"310"," "
"1998/99","G513H","SMR01"," ",45,45,45,40,"",":"
"1998/99","G513H","SMR04"," ",35,35,35,35,"5"," "
"1998/99","G513H","Total","d",80,80,80,75,"5"," "
"1998/99","G516H","SMR01"," ",360,375,355,330,"",":"
"1998/99","G516H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","G516H","Total","d",360,375,355,330,"0"," "
"1998/99","G531V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G531V","SMR04"," ",5,0,0,0,"5"," "
"1998/99","G531V","Total","d",5,0,0,0,"5"," "
"1998/99","G535V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G535V","SMR04"," ",10,5,0,5,"15"," "
"1998/99","G535V","Total","d",10,5,0,5,"15"," "
"1998/99","G536V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G536V","SMR04"," ",10,15,15,15,"20"," "
"1998/99","G536V","Total","d",10,15,15,15,"20"," "
"1998/99","G538V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G538V","SMR04"," ",30,15,15,10,"15"," "
"1998/99","G538V","Total","d",30,15,15,10,"15"," "
"1998/99","G541V","SMR01"," ",0,0,0,0,"",":"
"1998/99","G541V","SMR04"," ",30,5,5,5,"25"," "
"1998/99","G541V","Total","d",30,5,5,5,"25"," "
"1998/99","H101H","SMR01"," ",15,15,15,15,"",":"
"1998/99","H101H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","H101H","Total","d",15,15,15,15,"0"," "
"1998/99","H103H","SMR01"," ",90,95,85,75,"",":"
"1998/99","H103H","SMR04"," ",0,0,0,0,"0"," "
"1998/99","H103H","Total","d",90,95,85,75,"0"," "
"1998/99","H104H","SMR01"," ",0,0,0,0,"",":"
"1998/99","H104H","SMR04"," ",30,35,35,20,"5"," "
"1998/99","H104H","Total","d",30,35,35,20,"5"," "
"1998/99","H106H","SMR01"," ",30,30,30,25,"",":"
