"FinancialYear","CA","Dataset","DatasetQF","DischargesRate","PatientsRate"
"2008/09","S12000005","SMR01"," ",87.91,78.14
"2008/09","S12000005","SMR04"," ",390.7,283.26
"2008/09","S12000005","Total","d",488.38,361.4
"2008/09","S12000006","SMR01"," ",192.04,145.69
"2008/09","S12000006","SMR04"," ",384.08,288.06
"2008/09","S12000006","Total","d",579.43,410.57
"2008/09","S12000042","SMR01"," ",159.4,135.14
"2008/09","S12000042","SMR04"," ",516.32,408.9
"2008/09","S12000042","Total","d",679.19,530.18
"2008/09","S12000008","SMR01"," ",176.81,148.03
"2008/09","S12000008","SMR04"," ",444.08,316.61
"2008/09","S12000008","Total","d",625,435.86
"2008/09","S12000045","SMR01"," ",142.94,95.29
"2008/09","S12000045","SMR04"," ",300.17,228.7
"2008/09","S12000045","Total","d",443.11,314.47
"2008/09","S12000010","SMR01"," ",220.56,143.62
"2008/09","S12000010","SMR04"," ",369.31,256.46
"2008/09","S12000010","Total","d",589.86,389.82
"2008/09","S12000011","SMR01"," ",183.6,122.4
"2008/09","S12000011","SMR04"," ",317.12,233.67
"2008/09","S12000011","Total","d",506.29,344.94
"2008/09","S12000014","SMR01"," ",130.47,94.59
"2008/09","S12000014","SMR04"," ",404.46,290.3
"2008/09","S12000014","Total","d",534.93,371.84
"2008/09","S12000047","SMR01"," ",173.59,111.1
"2008/09","S12000047","SMR04"," ",418.01,301.36
"2008/09","S12000047","Total","d",590.21,399.96
"2008/09","S12000049","SMR01"," ",407.84,237.76
"2008/09","S12000049","SMR04"," ",544.08,406.98
"2008/09","S12000049","Total","d",951.06,619.58
"2008/09","S12000017","SMR01"," ",345.86,240.12
"2008/09","S12000017","SMR04"," ",427.37,334.85
"2008/09","S12000017","Total","d",773.23,544.12
"2008/09","S12000018","SMR01"," ",432.93,298.78
"2008/09","S12000018","SMR04"," ",798.78,591.46
"2008/09","S12000018","Total","d",1231.71,841.46
"2008/09","S12000019","SMR01"," ",208.46,122.62
"2008/09","S12000019","SMR04"," ",294.3,220.72
"2008/09","S12000019","Total","d",502.76,337.22
"2008/09","S12000020","SMR01"," ",166.95,134.64
"2008/09","S12000020","SMR04"," ",339.29,253.12
"2008/09","S12000020","Total","d",500.86,371.61
"2008/09","S12000013","SMR01"," ",549.85,421.55
"2008/09","S12000013","SMR04"," ",403.23,329.91
"2008/09","S12000013","Total","d",953.08,696.48
"2008/09","S12000021","SMR01"," ",224.78,166.78
"2008/09","S12000021","SMR04"," ",456.82,329.93
"2008/09","S12000021","Total","d",681.6,471.32
"2008/09","S12000050","SMR01"," ",336.05,187.53
"2008/09","S12000050","SMR04"," ",423.07,310.55
"2008/09","S12000050","Total","d",757.62,477.08
"2008/09","S12000023","SMR01"," ",265.19,216.97
"2008/09","S12000023","SMR04"," ",192.86,144.65
"2008/09","S12000023","Total","d",458.05,337.51
"2008/09","S12000048","SMR01"," ",129.25,101.31
"2008/09","S12000048","SMR04"," ",551.95,408.72
"2008/09","S12000048","Total","d",677.71,489.07
"2008/09","S12000038","SMR01"," ",228.8,176.67
"2008/09","S12000038","SMR04"," ",611.1,425.74
"2008/09","S12000038","Total","d",837,582.14
"2008/09","S12000026","SMR01"," ",269.05,211.71
"2008/09","S12000026","SMR04"," ",582.22,379.32
"2008/09","S12000026","Total","d",851.27,568.98
"2008/09","S12000027","SMR01"," ",266.9,200.18
"2008/09","S12000027","SMR04"," ",111.21,88.97
"2008/09","S12000027","Total","d",378.11,244.66
"2008/09","S12000028","SMR01"," ",244.21,190.92
"2008/09","S12000028","SMR04"," ",426.25,315.25
"2008/09","S12000028","Total","d",670.46,479.53
"2008/09","S12000029","SMR01"," ",237.71,136.52
"2008/09","S12000029","SMR04"," ",462.56,321.22
"2008/09","S12000029","Total","d",698.66,443.29
"2008/09","S12000030","SMR01"," ",118.59,90.35
"2008/09","S12000030","SMR04"," ",338.83,248.48
"2008/09","S12000030","Total","d",457.42,327.54
"2008/09","S12000039","SMR01"," ",279.64,191.91
"2008/09","S12000039","SMR04"," ",498.96,323.5
"2008/09","S12000039","Total","d",778.59,493.48
"2008/09","S12000040","SMR01"," ",227.55,177.96
"2008/09","S12000040","SMR04"," ",458.02,320.91
"2008/09","S12000040","Total","d",685.57,469.69
"2009/10","S12000033","SMR01"," ",262.65,163.58
"2009/10","S12000033","SMR04"," ",354.81,267.26
"2009/10","S12000033","Total","d",617.45,414.71
"2009/10","S12000034","SMR01"," ",122.48,90.35
"2009/10","S12000034","SMR04"," ",277.09,204.8
"2009/10","S12000034","Total","d",399.57,285.12
"2009/10","S12000041","SMR01"," ",87.09,78.38
"2009/10","S12000041","SMR04"," ",461.55,322.22
"2009/10","S12000041","Total","d",548.64,387.53
"2009/10","S12000035","SMR01"," ",402.46,307.43
"2009/10","S12000035","SMR04"," ",352.15,285.08
"2009/10","S12000035","Total","d",754.61,558.97
"2009/10","S12000036","SMR01"," ",248.26,151.11
"2009/10","S12000036","SMR04"," ",386.42,277.4
"2009/10","S12000036","Total","d",634.67,413.4
"2009/10","S12000005","SMR01"," ",77.99,58.49
"2009/10","S12000005","SMR04"," ",389.94,282.71
"2009/10","S12000005","Total","d",467.93,341.2
"2009/10","S12000006","SMR01"," ",158.77,115.77
"2009/10","S12000006","SMR04"," ",446.55,314.24
"2009/10","S12000006","Total","d",605.32,416.78
"2009/10","S12000042","SMR01"," ",154.99,137.77
"2009/10","S12000042","SMR04"," ",588.96,461.53
"2009/10","S12000042","Total","d",743.96,585.52
"2009/10","S12000008","SMR01"," ",229.3,159.69
"2009/10","S12000008","SMR04"," ",450.41,327.57
"2009/10","S12000008","Total","d",683.81,458.6
"2009/10","S12000045","SMR01"," ",100.04,71.46
"2009/10","S12000045","SMR04"," ",223.89,166.73
"2009/10","S12000045","Total","d",319.17,233.42
"2009/10","S12000010","SMR01"," ",177.95,132.19
"2009/10","S12000010","SMR04"," ",416.92,299.98
"2009/10","S12000010","Total","d",594.87,422.01
"2009/10","S12000011","SMR01"," ",227.83,138.92
"2009/10","S12000011","SMR04"," ",294.51,194.49
"2009/10","S12000011","Total","d",522.34,322.29
"2009/10","S12000014","SMR01"," ",110.24,77.82
"2009/10","S12000014","SMR04"," ",356.66,262.63
"2009/10","S12000014","Total","d",466.9,333.96
"2009/10","S12000047","SMR01"," ",186.76,120.36
"2009/10","S12000047","SMR04"," ",426.1,300.2
"2009/10","S12000047","Total","d",612.86,406.73
"2009/10","S12000049","SMR01"," ",398.89,250.16
"2009/10","S12000049","SMR04"," ",514.94,372.24
"2009/10","S12000049","Total","d",913.83,600.05
"2009/10","S12000017","SMR01"," ",277.6,174.86
"2009/10","S12000017","SMR04"," ",380.33,303.83
"2009/10","S12000017","Total","d",657.92,459.02
"2009/10","S12000018","SMR01"," ",348.97,251.01
"2009/10","S12000018","SMR04"," ",704.05,526.51
"2009/10","S12000018","Total","d",1053.02,728.54
"2009/10","S12000019","SMR01"," ",231.99,146.52
"2009/10","S12000019","SMR04"," ",286.94,213.68
"2009/10","S12000019","Total","d",518.93,341.88
"2009/10","S12000020","SMR01"," ",155.65,112.71
"2009/10","S12000020","SMR04"," ",279.09,198.58
"2009/10","S12000020","Total","d",434.74,311.29
"2009/10","S12000013","SMR01"," ",528.81,401.17
"2009/10","S12000013","SMR04"," ",291.76,218.82
"2009/10","S12000013","Total","d",802.33,583.52
"2009/10","S12000021","SMR01"," ",224.91,166.87
"2009/10","S12000021","SMR04"," ",406.3,286.58
"2009/10","S12000021","Total","d",631.21,424.44
"2009/10","S12000050","SMR01"," ",304.33,170.07
"2009/10","S12000050","SMR04"," ",414.73,302.84
"2009/10","S12000050","Total","d",719.06,460.97
"2009/10","S12000023","SMR01"," ",262.66,238.78
"2009/10","S12000023","SMR04"," ",95.51,95.51
"2009/10","S12000023","Total","d",358.17,286.53
"2009/10","S12000048","SMR01"," ",103.9,90.05
"2009/10","S12000048","SMR04"," ",502.18,380.97
"2009/10","S12000048","Total","d",606.08,453.7
"2009/10","S12000038","SMR01"," ",248.53,187.84
"2009/10","S12000038","SMR04"," ",531.73,378.57
"2009/10","S12000038","Total","d",780.26,543.29
"2009/10","S12000026","SMR01"," ",224.49,171.67
"2009/10","S12000026","SMR04"," ",515.01,338.94
"2009/10","S12000026","Total","d",739.5,493
"2009/10","S12000027","SMR01"," ",241.23,197.37
"2009/10","S12000027","SMR04"," ",109.65,109.65
"2009/10","S12000027","Total","d",350.88,285.09
"2009/10","S12000028","SMR01"," ",284.47,213.35
"2009/10","S12000028","SMR04"," ",457.82,320.03
"2009/10","S12000028","Total","d",737.84,502.27
"2009/10","S12000029","SMR01"," ",235.44,145.75
"2009/10","S12000029","SMR04"," ",379.59,281.89
"2009/10","S12000029","Total","d",615.03,416.43
"2009/10","S12000030","SMR01"," ",135.3,101.48
"2009/10","S12000030","SMR04"," ",372.08,270.61
"2009/10","S12000030","Total","d",507.39,355.17
"2009/10","S12000039","SMR01"," ",170.18,137.24
"2009/10","S12000039","SMR04"," ",428.19,279.97
"2009/10","S12000039","Total","d",598.38,411.73
"2009/10","S12000040","SMR01"," ",219.6,158.92
"2009/10","S12000040","SMR04"," ",462.32,317.85
"2009/10","S12000040","Total","d",681.92,442.09
"2010/11","S12000033","SMR01"," ",302.64,154.74
"2010/11","S12000033","SMR04"," ",361.81,257.13
"2010/11","S12000033","Total","d",664.45,398.22
"2010/11","S12000034","SMR01"," ",155.11,93.47
"2010/11","S12000034","SMR04"," ",298.29,214.77
"2010/11","S12000034","Total","d",453.41,296.31
"2010/11","S12000041","SMR01"," ",73.65,64.99
"2010/11","S12000041","SMR04"," ",450.57,324.93
"2010/11","S12000041","Total","d",524.22,381.25
"2010/11","S12000035","SMR01"," ",389.3,304.67
"2010/11","S12000035","SMR04"," ",423.16,327.24
"2010/11","S12000035","Total","d",812.46,598.06
"2010/11","S12000036","SMR01"," ",286.21,165.98
"2010/11","S12000036","SMR04"," ",355.37,271.32
"2010/11","S12000036","Total","d",640.52,419.21
"2010/11","S12000005","SMR01"," ",77.93,58.45
"2010/11","S12000005","SMR04"," ",428.6,311.71
"2010/11","S12000005","Total","d",506.53,360.41
"2010/11","S12000006","SMR01"," ",218.4,142.29
"2010/11","S12000006","SMR04"," ",493.05,330.91
"2010/11","S12000006","Total","d",711.45,450.03
"2010/11","S12000042","SMR01"," ",167.74,136.93
"2010/11","S12000042","SMR04"," ",510.06,386.83
"2010/11","S12000042","Total","d",681.23,510.06
"2010/11","S12000008","SMR01"," ",253.25,179.72
"2010/11","S12000008","SMR04"," ",396.21,294.09
"2010/11","S12000008","Total","d",649.46,449.31
"2010/11","S12000045","SMR01"," ",114.37,76.25
"2010/11","S12000045","SMR04"," ",247.81,200.15
"2010/11","S12000045","Total","d",362.18,266.87
"2010/11","S12000010","SMR01"," ",206.78,151.3
"2010/11","S12000010","SMR04"," ",353.04,272.34
"2010/11","S12000010","Total","d",564.86,403.47
"2010/11","S12000011","SMR01"," ",171.44,99.55
"2010/11","S12000011","SMR04"," ",276.52,182.5
"2010/11","S12000011","Total","d",447.96,282.05
"2010/11","S12000014","SMR01"," ",83.8,54.79
"2010/11","S12000014","SMR04"," ",399.66,277.19
"2010/11","S12000014","Total","d",483.47,325.53
"2010/11","S12000047","SMR01"," ",209.59,124.1
"2010/11","S12000047","SMR04"," ",404.02,277.16
"2010/11","S12000047","Total","d",613.61,392.98
"2010/11","S12000049","SMR01"," ",433.08,250.64
"2010/11","S12000049","SMR04"," ",466.33,333.33
"2010/11","S12000049","Total","d",899.4,554.99
"2010/11","S12000017","SMR01"," ",255.71,177.7
"2010/11","S12000017","SMR04"," ",398.73,322.89
"2010/11","S12000017","Total","d",654.44,476.75
"2010/11","S12000018","SMR01"," ",478.47,288.31
"2010/11","S12000018","SMR04"," ",588.88,410.99
"2010/11","S12000018","Total","d",1061.22,674.76
"2010/11","S12000019","SMR01"," ",327.83,188.2
"2010/11","S12000019","SMR04"," ",273.19,206.41
"2010/11","S12000019","Total","d",601.02,382.47
"2010/11","S12000020","SMR01"," ",208.13,122.75
"2010/11","S12000020","SMR04"," ",309.53,218.81
"2010/11","S12000020","Total","d",517.66,330.88
"2010/11","S12000013","SMR01"," ",344.2,253.62
"2010/11","S12000013","SMR04"," ",271.74,199.28
"2010/11","S12000013","Total","d",615.94,434.78
"2010/11","S12000021","SMR01"," ",275.76,203.19
"2010/11","S12000021","SMR04"," ",413.64,297.53
"2010/11","S12000021","Total","d",693.03,471.7
"2010/11","S12000050","SMR01"," ",315.21,193.29
"2010/11","S12000050","SMR04"," ",411.86,291.42
"2010/11","S12000050","Total","d",727.07,466.87
"2010/11","S12000023","SMR01"," ",306.31,235.63
"2010/11","S12000023","SMR04"," ",141.38,117.81
"2010/11","S12000023","Total","d",447.69,329.88
"2010/11","S12000048","SMR01"," ",103.02,82.42
"2010/11","S12000048","SMR04"," ",449.86,333.1
"2010/11","S12000048","Total","d",552.88,401.79
"2010/11","S12000038","SMR01"," ",279.22,189.98
"2010/11","S12000038","SMR04"," ",388.6,264.82
"2010/11","S12000038","Total","d",670.7,437.54
"2010/11","S12000026","SMR01"," ",255.06,193.49
"2010/11","S12000026","SMR04"," ",492.52,329.82
"2010/11","S12000026","Total","d",747.58,505.72
"2010/11","S12000027","SMR01"," ",303.56,260.19
"2010/11","S12000027","SMR04"," ",173.46,130.1
"2010/11","S12000027","Total","d",477.02,325.24
"2010/11","S12000028","SMR01"," ",257.55,195.38
"2010/11","S12000028","SMR04"," ",461.81,319.72
"2010/11","S12000028","Total","d",719.36,488.45
"2010/11","S12000029","SMR01"," ",266.62,158.06
"2010/11","S12000029","SMR04"," ",371.99,284.18
"2010/11","S12000029","Total","d",638.61,427.87
"2010/11","S12000030","SMR01"," ",83.75,55.83
"2010/11","S12000030","SMR04"," ",335.01,240.09
"2010/11","S12000030","Total","d",418.76,290.34
"2010/11","S12000039","SMR01"," ",313.88,198.24
"2010/11","S12000039","SMR04"," ",435.02,302.86
"2010/11","S12000039","Total","d",743.39,484.58
"2010/11","S12000040","SMR01"," ",195.3,149.35
"2010/11","S12000040","SMR04"," ",422.2,313.06
"2010/11","S12000040","Total","d",617.5,425.07
"2011/12","S12000033","SMR01"," ",348.38,159.58
"2011/12","S12000033","SMR04"," ",352.87,258.47
"2011/12","S12000033","Total","d",701.25,404.57
"2011/12","S12000034","SMR01"," ",183.32,104.47
"2011/12","S12000034","SMR04"," ",297.65,222.75
"2011/12","S12000034","Total","d",480.98,313.42
"2011/12","S12000041","SMR01"," ",129.09,86.06
"2011/12","S12000041","SMR04"," ",516.35,344.23
"2011/12","S12000041","Total","d",645.44,421.69
"2011/12","S12000035","SMR01"," ",382.32,275.5
"2011/12","S12000035","SMR04"," ",432.92,314.85
"2011/12","S12000035","Total","d",815.25,545.37
"2011/12","S12000036","SMR01"," ",304.43,177.85
"2011/12","S12000036","SMR04"," ",351.51,270.95
"2011/12","S12000036","Total","d",655.94,429.97
"2011/12","S12000005","SMR01"," ",106.8,87.38
"2011/12","S12000005","SMR04"," ",446.6,320.39
"2011/12","S12000005","Total","d",553.4,388.35
"2011/12","S12000006","SMR01"," ",300.51,161.81
"2011/12","S12000006","SMR04"," ",485.44,293.9
"2011/12","S12000006","Total","d",785.95,416.09
"2011/12","S12000042","SMR01"," ",200.41,142.66
"2011/12","S12000042","SMR04"," ",438.18,332.88
"2011/12","S12000042","Total","d",638.59,461.96
"2011/12","S12000008","SMR01"," ",236.37,171.16
"2011/12","S12000008","SMR04"," ",370.85,256.74
"2011/12","S12000008","Total","d",607.22,415.68
"2011/12","S12000045","SMR01"," ",123.81,80.95
"2011/12","S12000045","SMR04"," ",261.9,190.48
"2011/12","S12000045","Total","d",385.71,261.9
"2011/12","S12000010","SMR01"," ",220.18,135.11
"2011/12","S12000010","SMR04"," ",300.24,240.19
"2011/12","S12000010","Total","d",520.42,360.29
"2011/12","S12000011","SMR01"," ",236.76,148.66
"2011/12","S12000011","SMR04"," ",242.26,165.18
"2011/12","S12000011","Total","d",479.02,308.34
"2011/12","S12000014","SMR01"," ",128,96
"2011/12","S12000014","SMR04"," ",339.2,249.6
"2011/12","S12000014","Total","d",467.2,332.8
"2011/12","S12000047","SMR01"," ",238.16,138.24
"2011/12","S12000047","SMR04"," ",406.52,275.12
"2011/12","S12000047","Total","d",644.68,399.67
"2011/12","S12000049","SMR01"," ",449.36,247.02
"2011/12","S12000049","SMR04"," ",499.95,352.41
"2011/12","S12000049","Total","d",950.16,577.51
"2011/12","S12000017","SMR01"," ",281.44,178.32
"2011/12","S12000017","SMR04"," ",397.46,326.56
"2011/12","S12000017","Total","d",678.9,481.24
"2011/12","S12000018","SMR01"," ",504.8,289.34
"2011/12","S12000018","SMR04"," ",449.4,338.59
"2011/12","S12000018","Total","d",954.2,603.3
"2011/12","S12000019","SMR01"," ",335.53,179.75
"2011/12","S12000019","SMR04"," ",281.61,209.71
"2011/12","S12000019","Total","d",617.14,371.48
"2011/12","S12000020","SMR01"," ",187.23,106.99
"2011/12","S12000020","SMR04"," ",315.61,208.62
"2011/12","S12000020","Total","d",502.84,310.26
"2011/12","S12000013","SMR01"," ",343.08,252.8
"2011/12","S12000013","SMR04"," ",252.8,216.68
"2011/12","S12000013","Total","d",595.88,451.43
"2011/12","S12000021","SMR01"," ",257.08,173.8
"2011/12","S12000021","SMR04"," ",427.26,307.77
"2011/12","S12000021","Total","d",684.34,456.22
"2011/12","S12000050","SMR01"," ",340.52,198.39
"2011/12","S12000050","SMR04"," ",398.26,288.7
"2011/12","S12000050","Total","d",738.78,470.8
"2011/12","S12000023","SMR01"," ",280.11,233.43
"2011/12","S12000023","SMR04"," ",163.4,140.06
"2011/12","S12000023","Total","d",420.17,303.45
"2011/12","S12000048","SMR01"," ",129.38,105.55
"2011/12","S12000048","SMR04"," ",452.84,333.67
"2011/12","S12000048","Total","d",582.23,422.2
"2011/12","S12000038","SMR01"," ",337.72,226.1
"2011/12","S12000038","SMR04"," ",363.48,237.55
"2011/12","S12000038","Total","d",701.2,452.2
"2011/12","S12000026","SMR01"," ",250.26,193.19
"2011/12","S12000026","SMR04"," ",496.14,316.12
"2011/12","S12000026","Total","d",746.4,487.36
"2011/12","S12000027","SMR01"," ",408.78,279.69
"2011/12","S12000027","SMR04"," ",129.09,107.57
"2011/12","S12000027","Total","d",516.35,322.72
"2011/12","S12000028","SMR01"," ",292.09,212.43
"2011/12","S12000028","SMR04"," ",438.13,327.49
"2011/12","S12000028","Total","d",730.22,517.79
"2011/12","S12000029","SMR01"," ",272.38,165.66
"2011/12","S12000029","SMR04"," ",369.54,267.6
"2011/12","S12000029","Total","d",643.52,415.74
"2011/12","S12000030","SMR01"," ",99.63,83.03
"2011/12","S12000030","SMR04"," ",304.44,232.48
"2011/12","S12000030","Total","d",404.07,309.97
"2011/12","S12000039","SMR01"," ",325.57,182.1
"2011/12","S12000039","SMR04"," ",408.34,309.02
"2011/12","S12000039","Total","d",733.91,474.56
"2011/12","S12000040","SMR01"," ",265.26,188.25
"2011/12","S12000040","SMR04"," ",462.07,336.57
"2011/12","S12000040","Total","d",727.32,482.03
"2012/13","S12000033","SMR01"," ",322.35,160.06
"2012/13","S12000033","SMR04"," ",391.27,293.45
"2012/13","S12000033","Total","d",713.62,440.18
"2012/13","S12000034","SMR01"," ",170.21,103.69
"2012/13","S12000034","SMR04"," ",268.04,201.52
"2012/13","S12000034","Total","d",438.25,295.43
"2012/13","S12000041","SMR01"," ",124.76,81.74
"2012/13","S12000041","SMR04"," ",507.66,339.87
"2012/13","S12000041","Total","d",632.42,408.71
"2012/13","S12000035","SMR01"," ",327.93,247.38
"2012/13","S12000035","SMR04"," ",356.69,276.15
"2012/13","S12000035","Total","d",690.37,477.51
"2012/13","S12000036","SMR01"," ",332.55,190.62
"2012/13","S12000036","SMR04"," ",339.8,265.21
"2012/13","S12000036","Total","d",672.36,439.26
"2012/13","S12000005","SMR01"," ",156.01,107.25
"2012/13","S12000005","SMR04"," ",409.52,321.76
"2012/13","S12000005","Total","d",565.52,409.52
"2012/13","S12000006","SMR01"," ",308.27,155.79
"2012/13","S12000006","SMR04"," ",420.98,268.5
"2012/13","S12000006","Total","d",729.25,401.09
"2012/13","S12000042","SMR01"," ",223.3,159.02
"2012/13","S12000042","SMR04"," ",460.14,318.04
"2012/13","S12000042","Total","d",683.45,463.53
"2012/13","S12000008","SMR01"," ",244.44,167.03
"2012/13","S12000008","SMR04"," ",321.84,224.07
"2012/13","S12000008","Total","d",566.28,374.81
"2012/13","S12000045","SMR01"," ",136.95,75.56
"2012/13","S12000045","SMR04"," ",306.95,231.39
"2012/13","S12000045","Total","d",443.9,302.23
"2012/13","S12000010","SMR01"," ",247.87,143.76
"2012/13","S12000010","SMR04"," ",312.31,247.87
"2012/13","S12000010","Total","d",560.18,381.72
"2012/13","S12000011","SMR01"," ",197.72,120.83
"2012/13","S12000011","SMR04"," ",230.67,159.27
"2012/13","S12000011","Total","d",428.38,269.11
"2012/13","S12000014","SMR01"," ",146.68,95.66
"2012/13","S12000014","SMR04"," ",369.9,271.05
"2012/13","S12000014","Total","d",519.77,360.33
"2012/13","S12000047","SMR01"," ",285.36,170.67
"2012/13","S12000047","SMR04"," ",387.76,262.14
"2012/13","S12000047","Total","d",674.48,416.43
"2012/13","S12000049","SMR01"," ",426,240.31
"2012/13","S12000049","SMR04"," ",481.46,348.7
"2012/13","S12000049","Total","d",907.46,564.64
"2012/13","S12000017","SMR01"," ",281.25,173.9
"2012/13","S12000017","SMR04"," ",401.48,315.6
"2012/13","S12000017","Total","d",682.73,463.74
"2012/13","S12000018","SMR01"," ",396.58,216.88
"2012/13","S12000018","SMR04"," ",464.74,347.01
"2012/13","S12000018","Total","d",861.32,545.3
"2012/13","S12000019","SMR01"," ",332.38,195.87
"2012/13","S12000019","SMR04"," ",261.16,195.87
"2012/13","S12000019","Total","d",593.54,368
"2012/13","S12000020","SMR01"," ",150.65,96.85
"2012/13","S12000020","SMR04"," ",398.15,258.26
"2012/13","S12000020","Total","d",543.42,338.96
"2012/13","S12000013","SMR01"," ",344.7,253.99
"2012/13","S12000013","SMR04"," ",253.99,199.56
"2012/13","S12000013","Total","d",598.69,435.41
"2012/13","S12000021","SMR01"," ",228.97,152.65
"2012/13","S12000021","SMR04"," ",388.89,265.32
"2012/13","S12000021","Total","d",621.5,396.16
"2012/13","S12000050","SMR01"," ",331.47,187.93
"2012/13","S12000050","SMR04"," ",426.17,304.83
"2012/13","S12000050","Total","d",757.64,479.45
"2012/13","S12000023","SMR01"," ",301.9,232.23
"2012/13","S12000023","SMR04"," ",162.56,116.12
"2012/13","S12000023","Total","d",464.47,325.13
"2012/13","S12000048","SMR01"," ",111.68,91.38
"2012/13","S12000048","SMR04"," ",439.96,335.05
"2012/13","S12000048","Total","d",551.64,406.12
"2012/13","S12000038","SMR01"," ",318.42,195.07
"2012/13","S12000038","SMR04"," ",358.58,252.44
"2012/13","S12000038","Total","d",679.86,436.03
"2012/13","S12000026","SMR01"," ",241.82,180.27
"2012/13","S12000026","SMR04"," ",470.45,290.19
"2012/13","S12000026","Total","d",716.67,452.87
"2012/13","S12000027","SMR01"," ",344.68,280.05
"2012/13","S12000027","SMR04"," ",129.25,107.71
"2012/13","S12000027","Total","d",473.93,366.22
"2012/13","S12000028","SMR01"," ",301.1,208.11
"2012/13","S12000028","SMR04"," ",380.8,278.96
"2012/13","S12000028","Total","d",681.9,469.36
"2012/13","S12000029","SMR01"," ",278.37,152.71
"2012/13","S12000029","SMR04"," ",386.54,284.73
"2012/13","S12000029","Total","d",666.5,419.94
"2012/13","S12000030","SMR01"," ",137.35,93.4
"2012/13","S12000030","SMR04"," ",318.65,230.74
"2012/13","S12000030","Total","d",450.5,318.65
"2012/13","S12000039","SMR01"," ",321.01,177.11
"2012/13","S12000039","SMR04"," ",431.7,332.08
"2012/13","S12000039","Total","d",747.18,487.05
"2012/13","S12000040","SMR01"," ",295.44,198.85
"2012/13","S12000040","SMR04"," ",434.63,312.48
"2012/13","S12000040","Total","d",730.07,482.93
"2013/14","S12000033","SMR01"," ",284.05,176.16
"2013/14","S12000033","SMR04"," ",396.35,288.46
"2013/14","S12000033","Total","d",680.41,449.2
"2013/14","S12000034","SMR01"," ",190.09,118.32
"2013/14","S12000034","SMR04"," ",246.34,192.03
"2013/14","S12000034","Total","d",436.44,298.72
"2013/14","S12000041","SMR01"," ",167.68,107.49
"2013/14","S12000041","SMR04"," ",494.45,339.67
"2013/14","S12000041","Total","d",662.14,429.96
"2013/14","S12000035","SMR01"," ",340.72,249.86
"2013/14","S12000035","SMR04"," ",369.11,272.57
"2013/14","S12000035","Total","d",709.82,494.04
"2013/14","S12000036","SMR01"," ",290.28,169.24
"2013/14","S12000036","SMR04"," ",351.82,256.43
"2013/14","S12000036","Total","d",642.1,409.26
"2013/14","S12000005","SMR01"," ",204.76,97.5
"2013/14","S12000005","SMR04"," ",360.76,273.01
"2013/14","S12000005","Total","d",565.52,360.76
"2013/14","S12000006","SMR01"," ",412.56,196.3
"2013/14","S12000006","SMR04"," ",432.53,262.84
"2013/14","S12000006","Total","d",845.09,429.2
"2013/14","S12000042","SMR01"," ",236.33,158.68
"2013/14","S12000042","SMR04"," ",492.91,361.24
"2013/14","S12000042","Total","d",729.24,503.04
"2013/14","S12000008","SMR01"," ",240.95,155.19
"2013/14","S12000008","SMR04"," ",294.05,208.28
"2013/14","S12000008","Total","d",539.08,351.22
"2013/14","S12000045","SMR01"," ",207.86,108.65
"2013/14","S12000045","SMR04"," ",269.27,212.59
"2013/14","S12000045","Total","d",481.86,311.79
"2013/14","S12000010","SMR01"," ",221.92,128.22
"2013/14","S12000010","SMR04"," ",364.93,261.37
"2013/14","S12000010","Total","d",586.84,379.72
"2013/14","S12000011","SMR01"," ",223.97,114.72
"2013/14","S12000011","SMR04"," ",273.13,174.81
"2013/14","S12000011","Total","d",497.1,284.06
"2013/14","S12000014","SMR01"," ",181.34,98.63
"2013/14","S12000014","SMR04"," ",369.05,283.15
"2013/14","S12000014","Total","d",547.21,369.05
"2013/14","S12000047","SMR01"," ",361.13,212.59
"2013/14","S12000047","SMR04"," ",402.02,254.84
"2013/14","S12000047","Total","d",764.51,445.63
"2013/14","S12000049","SMR01"," ",446.76,234.69
"2013/14","S12000049","SMR04"," ",478.61,349.53
"2013/14","S12000049","Total","d",926.21,559.91
"2013/14","S12000017","SMR01"," ",298.37,178.17
"2013/14","S12000017","SMR04"," ",422.87,326.28
"2013/14","S12000017","Total","d",721.25,480.83
"2013/14","S12000018","SMR01"," ",485.44,273.84
"2013/14","S12000018","SMR04"," ",522.78,404.53
"2013/14","S12000018","Total","d",1008.22,647.25
"2013/14","S12000019","SMR01"," ",377.76,206.59
"2013/14","S12000019","SMR04"," ",289.22,218.39
"2013/14","S12000019","Total","d",666.98,413.17
"2013/14","S12000020","SMR01"," ",132.47,95.38
"2013/14","S12000020","SMR04"," ",355.02,222.55
"2013/14","S12000020","Total","d",487.49,312.63
"2013/14","S12000013","SMR01"," ",419.71,291.97
"2013/14","S12000013","SMR04"," ",200.73,164.23
"2013/14","S12000013","Total","d",620.44,419.71
"2013/14","S12000021","SMR01"," ",284.8,175.26
"2013/14","S12000021","SMR04"," ",405.29,288.45
"2013/14","S12000021","Total","d",690.08,445.45
"2013/14","S12000050","SMR01"," ",448.52,214.64
"2013/14","S12000050","SMR04"," ",371.54,273.85
"2013/14","S12000050","Total","d",821.54,472.2
"2013/14","S12000023","SMR01"," ",324.68,255.1
"2013/14","S12000023","SMR04"," ",139.15,115.96
"2013/14","S12000023","Total","d",463.82,347.87
"2013/14","S12000048","SMR01"," ",145.5,108.28
"2013/14","S12000048","SMR04"," ",450.02,314.68
"2013/14","S12000048","Total","d",592.14,409.42
